entity_id,canonical_name,greek_name,tradition,entity_type,category,primary_domains,tags,cult_scope,primary_period,evidence_confidence,review_status,inclusion_basis,earth_association_score,chthonic_flag,serpent_flag,short_note
ENT_HYPNOS,Hypnos,,Greek,Daimon,Underworld/chthonic/local cults,sleep,sleep;chthonic,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,5,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_ONEIROI,Oneiroi,,Greek,Daimon collective,Underworld/chthonic/local cults,dreams,dream;chthonic,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,5,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_MORPHEUS,Morpheus,,Greek,Dream daimon,Underworld/chthonic/local cults,dream forms,dream,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,3,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_PHOBETOR,Phobetor,,Greek,Dream daimon,Underworld/chthonic/local cults,frightening dreams,dream,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,3,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_PHANTASOS,Phantasos,,Greek,Dream daimon,Underworld/chthonic/local cults,fantastic dreams,dream,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,3,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_EMPUSA,Empusa,,Greek,Underworld daimon,Underworld/chthonic/local cults,apparition; bogey spirit,chthonic;monstrous,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,5,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_EURYNOMOS,Eurynomos,,Greek,Underworld daimon,Underworld/chthonic/local cults,corpse decay,chthonic,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,5,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_MORMOLYKEIA,Mormolykeia,,Greek,Underworld daimon collective,Underworld/chthonic/local cults,frightening spirits; retinue of Hecate,chthonic;collective,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,5,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_KERES,Keres,,Greek,Death spirits collective,Underworld/chthonic/local cults,violent death,chthonic;death,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,5,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_ACHLYS,Achlys,,Greek,Daimon/goddess,Underworld/chthonic/local cults,death mist; misery,death,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,3,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_MACARIA,Macaria,,Greek,Goddess,Underworld/chthonic/local cults,blessed death,death;underworld,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,3,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_MELINOE,Melinoe,,Greek,Orphic goddess,Underworld/chthonic/local cults,ghosts; night apparitions,orphic;chthonic,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,5,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_ZAGREUS,Zagreus,,Greek,Orphic/Dionysian god,Underworld/chthonic/local cults,rebirth; underworld initiation,orphic;chthonic,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,5,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_BRIMO,Brimo,,Greek,Goddess/epithet,Underworld/chthonic/local cults,underworld power; terrifying goddess,epithet;chthonic,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,5,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_DESPOINA,Despoina,,Greek,Arcadian goddess,Underworld/chthonic/local cults,mystery cult; underworld/earth,local cult;chthonic,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,5,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_AEACUS,Aeacus,,Greek,Underworld judge,Underworld/chthonic/local cults,judge of dead,hero;underworld,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,3,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_MINOS,Minos,,Greek,Underworld judge,Underworld/chthonic/local cults,judge of dead,hero;underworld,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,3,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_RHADAMANTHYS,Rhadamanthys,,Greek,Underworld judge,Underworld/chthonic/local cults,judge of dead,hero;underworld,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,3,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_ASCALAPHUS,Ascalaphus,,Greek,Underworld daimon,Underworld/chthonic/local cults,orchard of Hades; underworld witness,chthonic,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,5,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_LEUCE,Leuce,,Greek,Nymph,Underworld/chthonic/local cults,underworld nymph; white poplar,nymph;chthonic,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,5,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_MINTHE,Minthe,,Greek,Nymph,Underworld/chthonic/local cults,underworld nymph; mint plant,nymph;chthonic,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,5,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_HADES_KLYMENOS,Hades Klymenos,,Greek,Cult title/aspect,Underworld/chthonic/local cults,underworld; renowned one,cult title;chthonic,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,5,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_TROPHONIUS,Trophonius,,Greek,Hero-daimon,Underworld/chthonic/local cults,cave oracle; underworld wisdom,hero cult;oracle;cave,Greek world,Archaic-Classical/Roman reception,A,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,5,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_AMPHIARAUS,Amphiaraus,,Greek,Hero-god,Underworld/chthonic/local cults,dream healing; oracle,hero cult;incubation,Greek world,Archaic-Classical/Roman reception,A,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,3,TRUE,FALSE,"Chthonic, underworld, or local cult seed entity."
ENT_GLYCON,Glycon,,Greek,Local serpent god,Underworld/chthonic/local cults,healing; prophecy; fortune,local cult;serpent;oracle,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,3,TRUE,TRUE,"Chthonic, underworld, or local cult seed entity."
ENT_PYTHON,Python,,Greek,Chthonic serpent,Underworld/chthonic/local cults,Delphic earth oracle,serpent;oracle;chthonic,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,5,TRUE,TRUE,"Chthonic, underworld, or local cult seed entity."
ENT_AGATHOS_DAIMON,Agathos Daimon,,Greek,Daimon,Underworld/chthonic/local cults,household prosperity; protection,serpent;household;daimon,Greek world,Archaic-Classical/Roman reception,A,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,3,TRUE,TRUE,"Chthonic, underworld, or local cult seed entity."
ENT_AIDOS,Aidos,,Greek,Daimon/personification,Daimones/personifications,aidos,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_ALGEA,Algea,,Greek,Daimon/personification,Daimones/personifications,algea,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_ALKE,Alke,,Greek,Daimon/personification,Daimones/personifications,alke,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_AMECHANIA,Amechania,,Greek,Daimon/personification,Daimones/personifications,amechania,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_AMPHILOGIAI,Amphilogiai,,Greek,Daimon/personification,Daimones/personifications,amphilogiai,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_APATE,Apate,,Greek,Daimon/personification,Daimones/personifications,apate,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_ARETE,Arete,,Greek,Daimon/personification,Daimones/personifications,arete,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_AT,Atë,,Greek,Daimon/personification,Daimones/personifications,atë,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_BIA,Bia,,Greek,Daimon/personification,Daimones/personifications,bia,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_CAERUS,Caerus,,Greek,Daimon/personification,Daimones/personifications,caerus,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_DEIMOS,Deimos,,Greek,Daimon/personification,Daimones/personifications,deimos,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_DOLOS,Dolos,,Greek,Daimon/personification,Daimones/personifications,dolos,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_DYSNOMIA,Dysnomia,,Greek,Daimon/personification,Daimones/personifications,dysnomia,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_ELPIS,Elpis,,Greek,Daimon/personification,Daimones/personifications,elpis,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_ENYO,Enyo,,Greek,Daimon/personification,Daimones/personifications,enyo,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_ERIS,Eris,,Greek,Daimon/personification,Daimones/personifications,eris,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_EROS,Eros,,Greek,Daimon/personification,Daimones/personifications,eros,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_GERAS,Geras,,Greek,Daimon/personification,Daimones/personifications,geras,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_HARMONIA,Harmonia,,Greek,Daimon/personification,Daimones/personifications,harmonia,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_HEDONE,Hedone,,Greek,Daimon/personification,Daimones/personifications,hedone,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_HIMEROS,Himeros,,Greek,Daimon/personification,Daimones/personifications,himeros,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_HOMONOIA,Homonoia,,Greek,Daimon/personification,Daimones/personifications,homonoia,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_HYBRIS,Hybris,,Greek,Daimon/personification,Daimones/personifications,hybris,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_HYSMINAI,Hysminai,,Greek,Daimon/personification,Daimones/personifications,hysminai,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_IOKE,Ioke,,Greek,Daimon/personification,Daimones/personifications,ioke,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_KRATOS,Kratos,,Greek,Daimon/personification,Daimones/personifications,kratos,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_KYDOIMOS,Kydoimos,,Greek,Daimon/personification,Daimones/personifications,kydoimos,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_LETHE_151,Lethe,,Greek,Daimon/personification,Daimones/personifications,lethe,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_LIMOS,Limos,,Greek,Daimon/personification,Daimones/personifications,limos,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_LYSSA,Lyssa,,Greek,Daimon/personification,Daimones/personifications,lyssa,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_MACHAI,Machai,,Greek,Daimon/personification,Daimones/personifications,machai,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_MANIA,Mania,,Greek,Daimon/personification,Daimones/personifications,mania,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_MOMUS,Momus,,Greek,Daimon/personification,Daimones/personifications,momus,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_MOMOS,Momos,,Greek,Daimon/personification,Daimones/personifications,momos,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_MOROS_158,Moros,,Greek,Daimon/personification,Daimones/personifications,moros,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_NIKE_159,Nike,,Greek,Daimon/personification,Daimones/personifications,nike,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_OIZYS,Oizys,,Greek,Daimon/personification,Daimones/personifications,oizys,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_PEITHO,Peitho,,Greek,Daimon/personification,Daimones/personifications,peitho,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_PENIA,Penia,,Greek,Daimon/personification,Daimones/personifications,penia,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_PHEME,Pheme,,Greek,Daimon/personification,Daimones/personifications,pheme,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_PHOBOS,Phobos,,Greek,Daimon/personification,Daimones/personifications,phobos,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_PHILOTES,Philotes,,Greek,Daimon/personification,Daimones/personifications,philotes,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_PONOS,Ponos,,Greek,Daimon/personification,Daimones/personifications,ponos,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_POROS,Poros,,Greek,Daimon/personification,Daimones/personifications,poros,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_POTHOS,Pothos,,Greek,Daimon/personification,Daimones/personifications,pothos,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_SOPHROSYNE,Sophrosyne,,Greek,Daimon/personification,Daimones/personifications,sophrosyne,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_SOTER,Soter,,Greek,Daimon/personification,Daimones/personifications,soter,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_SOTERIA,Soteria,,Greek,Daimon/personification,Daimones/personifications,soteria,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_TECHNE,Techne,,Greek,Daimon/personification,Daimones/personifications,techne,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_THANATOS_173,Thanatos,,Greek,Daimon/personification,Daimones/personifications,thanatos,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_THEMIS_174,Themis,,Greek,Daimon/personification,Daimones/personifications,themis,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_THRASOS,Thrasos,,Greek,Daimon/personification,Daimones/personifications,thrasos,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_TYCHE_176,Tyche,,Greek,Daimon/personification,Daimones/personifications,tyche,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_ZELOS,Zelos,,Greek,Daimon/personification,Daimones/personifications,zelos,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_ADIKIA,Adikia,,Greek,Daimon/personification,Daimones/personifications,adikia,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_DIKAIOSYNE,Dikaiosyne,,Greek,Daimon/personification,Daimones/personifications,dikaiosyne,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_ELEOS,Eleos,,Greek,Daimon/personification,Daimones/personifications,eleos,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_EPIPHRON,Epiphron,,Greek,Daimon/personification,Daimones/personifications,epiphron,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_EUSEBEIA,Eusebeia,,Greek,Daimon/personification,Daimones/personifications,eusebeia,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_HORKOS,Horkos,,Greek,Daimon/personification,Daimones/personifications,horkos,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_KAIROS,Kairos,,Greek,Daimon/personification,Daimones/personifications,kairos,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_KAKIA,Kakia,,Greek,Daimon/personification,Daimones/personifications,kakia,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_LITAE,Litae,,Greek,Daimon/personification,Daimones/personifications,litae,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_NEIKEA,Neikea,,Greek,Daimon/personification,Daimones/personifications,neikea,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_NOMOS,Nomos,,Greek,Daimon/personification,Daimones/personifications,nomos,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_PALIOXIS,Palioxis,,Greek,Daimon/personification,Daimones/personifications,palioxis,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_POINE,Poine,,Greek,Daimon/personification,Daimones/personifications,poine,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
ENT_PRAXIS,Praxis,,Greek,Daimon/personification,Daimones/personifications,praxis,daimon;personification,Greek world,Archaic-Classical/Roman reception,B,candidate_verified_name,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.,0,FALSE,FALSE,Personified abstraction or daimon; details require row-level review.
